date, time, filename, Aerobic Decoupling, Activities, Duration, Time Moving, Time Carrying (Est), Elevation Gain Carrying (Est), Distance, Distance Swim, Climb Rating, Athlete Weight, Athlete Bodyfat, Athlete Lean Weight, Athlete Bodyfat Percent, Elevation Gain, Elevation Loss, Work, Average Speed, Pace, Pace Swim, Average Power, Average SmO2, Average tHb, Average aPower, Nonzero Average Power, Average Heart Rate, Average Core Temperature, Heartbeats, HrPw Ratio, Workbeat stress, Watts:RPE Ratio, Power Percent of Max, HrNp Ratio, Average Cadence, Average Temp, Max Power, Max SmO2, Max tHb, Min SmO2, Min tHb, Max Heartrate, Max Core Temperature, Max Speed, Max Cadence, Max Temp, 95% Heartrate, VAM, Effect of Altitude, Gradient, Average Power Variance, Max Power Variance, Average Left Torque Effectiveness, Average Right Torque Effectiveness, Average Left Pedal Smoothness, Average Right Pedal Smoothness, Average Left Pedal Center Offset, Average Right Pedal Center Offset, Average Left Power Phase Start, Average Right Power Phase Start, Average Left Power Phase End, Average Right Power Phase End, Average Left Peak Power Phase Start, Average Right Peak Power Phase Start, Average Left Peak Power Phase End, Average Right Peak Power Phase End, Average Left Power Phase Length, Average Right Power Phase Length, Average Left Peak Power Phase Length, Average Right Peak Power Phase Length, Calories (HR), Aerobic TISS, Anaerobic TISS, Critical Power, xPower, Relative Intensity, BikeScore, Skiba VI, TISS Aerobicity, Response Index, axPower, aPower Relative Intensity, aBikeScore, Skiba aVI, aPower Response Index, NP, IF, TSS, VI, Efficiency Factor, TSS per hour, aNP, aIF, aTSS, aVI, aPower Efficiency Factor, aTSS per hour, Daniels Points, Daniels EqP, LNP, RTP, xPace, IWF, GOVSS, H1 Time in Zone, H2 Time in Zone, H3 Time in Zone, H4 Time in Zone, H5 Time in Zone, H6 Time in Zone, H7 Time in Zone, H8 Time in Zone, H1 Percent in Zone, H2 Percent in Zone, H3 Percent in Zone, H4 Percent in Zone, H5 Percent in Zone, H6 Percent in Zone, H7 Percent in Zone, H8 Percent in Zone, Left/Right Balance, P1 Time in Pace Zone, P2 Time in Pace Zone, P3 Time in Pace Zone, P4 Time in Pace Zone, P5 Time in Pace Zone, P6 Time in Pace Zone, P7 Time in Pace Zone, P8 Time in Pace Zone, P9 Time in Pace Zone, P10 Time in Pace Zone, P1 Percent in Pace Zone, P2 Percent in Pace Zone, P3 Percent in Pace Zone, P4 Percent in Pace Zone, P5 Percent in Pace Zone, P6 Percent in Pace Zone, P7 Percent in Pace Zone, P8 Percent in Pace Zone, P9 Percent in Pace Zone, P10 Percent in Pace Zone, MMP Percentage, Power Zone, Fatigue Index, Pacing Index, 1 sec Peak Power, 5 sec Peak Power, 10 sec Peak Power, 15 sec Peak Power, 20 sec Peak Power, 30 sec Peak Power, 1 min Peak Power, 2 min Peak Power, 3 min Peak Power, 5 min Peak Power, 8 min Peak Power, 10 min Peak Power, 20 min Peak Power, 30 min Peak Power, 60 min Peak Power, 90 min Peak Power, 1 min Peak Power HR, 5 min Peak Power HR, 10 min Peak Power HR, 20 min Peak Power HR, 30 min Peak Power HR, 60 min Peak Power HR, 10 sec Peak Pace, 15 sec Peak Pace, 20 sec Peak Pace, 30 sec Peak Pace, 1 min Peak Pace, 2 min Peak Pace, 3 min Peak Pace, 5 min Peak Pace, 8 min Peak Pace, 10 min Peak Pace, 20 min Peak Pace, 30 min Peak Pace, 60 min Peak Pace, 90 min Peak Pace, 10 sec Peak Pace Swim, 15 sec Peak Pace Swim, 20 sec Peak Pace Swim, 30 sec Peak Pace Swim, 1 min Peak Pace Swim, 2 min Peak Pace Swim, 3 min Peak Pace Swim, 5 min Peak Pace Swim, 8 min Peak Pace Swim, 10 min Peak Pace Swim, 20 min Peak Pace Swim, 30 min Peak Pace Swim, 60 min Peak Pace Swim, 90 min Peak Pace Swim, L1 Sustained Time, L2 Sustained Time, L3 Sustained Time, L4 Sustained Time, L5 Sustained Time, L6 Sustained Time, L7 Sustained Time, L8 Sustained Time, L9 Sustained Time, L10 Sustained Time, xPower Swim, STP, xPace Swim, SRI, SwimScore, TriScore, L1 Time in Zone, L2 Time in Zone, L3 Time in Zone, L4 Time in Zone, L5 Time in Zone, L6 Time in Zone, L7 Time in Zone, L8 Time in Zone, L9 Time in Zone, L10 Time in Zone, L1 Percent in Zone, L2 Percent in Zone, L3 Percent in Zone, L4 Percent in Zone, L5 Percent in Zone, L6 Percent in Zone, L7 Percent in Zone, L8 Percent in Zone, L9 Percent in Zone, L10 Percent in Zone, TRIMP Points, TRIMP(100) Points, TRIMP Zonal Points, Session RPE, 1 sec Peak WPK, 5 sec Peak WPK, 10 sec Peak WPK, 15 sec Peak WPK, 20 sec Peak WPK, 30 sec Peak WPK, 1 min Peak WPK, 5 min Peak WPK, 10 min Peak WPK, 20 min Peak WPK, 30 min Peak WPK, 60 min Peak WPK, Estimated VO2MAX, Watts Per Kilogram, Minimum W' bal, Max W' Expended, W'bal Matches, Maximum W'bal Match, W'bal TAU, W' Work, W' Power, W1 W'bal Low Fatigue, W2 W'bal Moderate Fatigue, W3 W'bal Heavy Fatigue, W4 W'bal Severe Fatigue, Below CP Work
11/26/17,13:21:21,2017_11_26_13_21_21.json,-0.54923,1,7255,7255,3,0,62.0866,62086.6,10.8512,65,0,0,0,820.8,822.8,1547.54,30.859,1.94433,0.19443,213.306,0,0,218.866,215.145,134.698,38.023,16282.7,1.58359,251.981,0,21.3306,1.64874,92.5708,14.4278,944,0,0,0,0,170,38.4382,73.6524,121,20,142,407.289,2.54028,1.32202,19.0782,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12994.3,86.2237,1.99174,305,218.232,0.71551,103.174,1.02309,97.7422,1.62016,223.993,0.7344,108.694,1.0501,1.66293,222.082,0.72814,106.847,1.04114,1.64874,53.0185,228.016,0.74759,112.633,1.06896,1.6928,55.8898,52.8267,218.238,0,0,0,0,0,81,7056,106,12,0,0,0,0,1.11647,97.2571,1.46106,0.1654,0,0,0,0,46.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.9322,2.75912,98.6229,22.596,944,908.4,881,818.667,742.2,589.467,409.117,316.15,283.244,259.367,244.281,238.973,225.038,221.861,220.041,218.331,149.017,140.69,138.41,136.033,134.496,134.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,103.174,333,5203,1583,104,12,1,19,0,0,0,4.58994,71.7161,21.8194,1.43349,0.1654,0.01378,0.26189,0,0,0,150.053,95.6434,133.095,0,14.5231,13.9754,13.5539,12.5949,11.4185,9.06872,6.2941,3.99026,3.67651,3.46212,3.41324,3.38525,50.0948,3.28163,11.139,44.305,1,8.828,530,9.2,1.26809,7180,75,0,0,1538.34
11/27/17,07:35:32,2017_11_27_07_35_32.json,2.57412,1,5405,5405,0,0,0.07802,78.02,0,65,0,0,0,0,3.2,1051.24,0.05197,1154.62,115.462,194.494,0,0,200.527,194.494,135.556,37.9244,12211.3,1.43479,128.37,0,19.4494,1.43402,85.2356,21.7948,221,0,0,0,0,152,38.3907,0,88,22,143,0,3.0087,0,4.15751,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9692.49,47.0151,0,305,194.132,0.6365,60.8261,0.99814,100,1.43212,200.155,0.65625,64.6584,1.02911,1.47655,194.389,0.63734,60.9871,0.99946,1.43402,40.6205,200.42,0.65711,64.8297,1.03047,1.4785,43.1798,24.6682,194.183,0,0,0,0,0,1,5379,25,0,0,0,0,0,0.0185,99.519,0.46253,0,0,0,0,0,47.4572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.3933,2.45072,23.0769,88.0062,221,209,206.4,204.6,204.3,203.533,202.383,201.475,201.344,200.507,199.171,198.563,196.985,196.887,196.004,194.498,136.7,139.353,137.518,137.529,136.558,135.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8261,0,5405,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,114.046,72.6924,99.13,0,3.4,3.21538,3.17538,3.14769,3.14308,3.13128,3.11359,3.08472,3.05482,3.03054,3.02903,3.01544,40.315,2.99221,20,0,0,0,496,0,0,5405,0,0,0,1051.24
11/28/17,07:50:20,2017_11_28_07_50_20.json,2.28164,1,5412,5412,0,0,0.06494,64.94,0.84324,65,0,0,0,7.4,10.8,1084.92,0.0432,1388.97,138.897,200.466,0,0,206.599,200.466,133.802,37.8951,12068.9,1.49823,130.938,0,20.0466,1.49735,86.1856,21.2668,224,0,0,0,0,148,38.3393,0,89,22,142,4.92239,2.96845,11.3951,4.3031,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9681.18,50.614,0,305,200.085,0.65602,64.6974,0.9981,100,1.49539,206.207,0.67609,68.7165,1.02864,1.54114,200.347,0.65688,64.8668,0.99941,1.49735,43.1487,206.477,0.67697,68.8965,1.02998,1.54316,45.8292,27.8725,200.138,0,0,0,0,0,0,5412,0,0,0,0,0,0,0,100,0,0,0,0,0,0,47.7664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.3621,2.54862,25,89.4937,224,214.4,210,207.733,207.6,207.267,206.617,205.758,205.433,203.983,203.558,203.383,202.993,202.519,201.866,200.483,143.45,136.46,134.638,134.259,134.267,134.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6974,0,5412,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,109.613,69.8668,99.22,0,3.44615,3.29846,3.23077,3.1959,3.19385,3.18872,3.17872,3.13821,3.12897,3.12296,3.11568,3.10563,40.8926,3.08409,20,0,0,0,507,0,0,5412,0,0,0,1084.92
11/29/17,07:43:35,2017_11_29_07_43_35.json,0.31066,1,5407,5407,0,0,0.06483,64.83,0.17831,65,0,0,0,3.4,0,1053.28,0.04316,1390.05,139.005,194.799,0,0,200.717,194.799,132.336,37.8695,11875,1.47201,125.077,0,19.4799,1.47067,85.6522,21.9613,224,0,0,0,0,149,38.2595,0,89,23,140,2.26373,2.94838,5.24449,4.06661,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9652.32,47.1868,0,305,194.354,0.63723,60.9874,0.99771,100,1.46864,200.258,0.65658,64.7491,1.02802,1.51325,194.622,0.63811,61.156,0.99909,1.47067,40.7179,200.535,0.65749,64.9281,1.02944,1.51534,43.2293,24.7932,194.41,0,0,0,0,0,145,5260,2,0,0,0,0,0,2.68171,97.2813,0.03699,0,0,0,0,0,47.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.3938,2.45573,27.6786,86.964,224,205,203,201.867,201.95,201.667,200.183,198.683,198.222,197.937,197.369,197.269,196.625,196.169,195.05,194.807,135.617,132.59,132.673,132.535,132.933,133.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9874,2,5405,0,0,0,0,0,0,0,0,0.03699,99.963,0,0,0,0,0,0,0,0,105.799,67.4362,98.6483,0,3.44615,3.15385,3.12308,3.10564,3.10692,3.10256,3.07974,3.04518,3.03491,3.02499,3.01798,3.00077,39.8879,2.99691,20,0,0,0,497,0,0,5407,0,0,0,1053.28
11/29/17,15:28:37,2017_11_29_15_28_37.json,-9.91639,1,5767,5672,4,0,45.5515,45551.5,8.02479,65,0,0,0,604.6,607.4,1109.09,28.9983,2.06909,0.20691,192.316,0,0,196.993,197.628,127.627,37.8103,12264.9,1.50686,136.029,0,19.2316,1.53998,93.0829,15.9624,309,0,0,0,0,143,38.0861,67.7484,113,21,137,377.416,2.37423,1.32729,20.1901,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10058.3,52.2311,7e-05,305,195.561,0.64118,65.8589,1.01688,99.9999,1.53229,200.291,0.65669,69.0826,1.04147,1.56935,196.543,0.6444,66.5217,1.02198,1.53998,41.5256,201.303,0.66001,69.7831,1.04673,1.57728,43.5615,27.0832,196.389,0,0,0,0,0,787,4980,0,0,0,0,0,0,13.6466,86.3534,0,0,0,0,0,0,47.5512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.8138,2.41502,95.1456,62.2382,309,295.4,281.1,272,264,249.833,232.767,219.667,214.194,209.93,207.15,206.807,203.738,201.557,194.296,193.792,135.033,125.83,125.408,124.241,124.728,125.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8589,435,4897,414,21,0,0,0,0,0,0,7.54292,84.9142,7.17878,0.36414,0,0,0,0,0,0,99.1621,63.2056,103.105,0,4.75385,4.54462,4.32462,4.18462,4.06154,3.84359,3.58103,3.22969,3.18164,3.13442,3.10088,2.98916,41.8807,2.95871,19.996,0.02,0,0,492,0.004,0.00069,5767,0,0,0,1109.08
11/30/17,07:50:45,2017_11_30_07_50_45.json,-0.05156,1,5407,5401,0,0,0.03798,37.98,0,65,0,0,0,0,0,1045.76,0.02529,2372.74,237.274,193.408,0,0,199.399,193.623,129.374,37.8171,11658.8,1.49495,121.922,0,19.3408,1.4942,85.9889,21.3277,220,0,0,0,0,143,38.1866,0,90,22,136,0,3.0045,0,4.54308,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9601.41,46.4738,0,305,193.027,0.63287,60.1573,0.99803,100,1.492,199.006,0.65248,63.9419,1.02894,1.53822,193.31,0.6338,60.3341,0.99949,1.4942,40.1706,199.298,0.65344,64.1297,1.03045,1.54048,42.6978,24.1223,193.135,0,0,0,0,0,51,5356,0,0,0,0,0,0,0.94322,99.0568,0,0,0,0,0,0,46.4913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0659,2.43292,21.8182,87.9128,220,207.6,202.2,200.933,200.25,199.7,199.517,198.883,198.572,198.447,198.235,198.093,196.491,195.253,194.155,193.422,133.433,132.067,131.62,131.238,131.087,129.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.1573,7,5400,0,0,0,0,0,0,0,0,0.12946,99.8705,0,0,0,0,0,0,0,0,98.487,62.7754,98.9583,0,3.38462,3.19385,3.11077,3.09128,3.08077,3.07231,3.06949,3.05303,3.04759,3.02294,3.0039,2.987,39.9727,2.97551,20,0,0,0,494,0,0,5407,0,0,0,1045.76
11/30/17,15:35:38,2017_11_30_15_35_38.json,-4.90925,1,5769,5767,21,0,45.6394,45639.4,8.51518,65,0,0,0,623.4,612.6,1117.94,28.5197,2.10381,0.21038,193.785,0,0,198.719,196.13,128.146,37.8235,12321.3,1.51221,137.745,0,19.3785,1.52296,92.7795,13.8234,293,0,0,0,0,140,38.1043,66.33,110,17,136,389.017,2.4829,1.36592,15.9691,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10234.3,51.5337,2e-05,305,194.417,0.63743,65.1126,1.00326,99.9999,1.51715,199.359,0.65363,68.465,1.02876,1.55571,195.161,0.63987,65.6124,1.0071,1.52296,40.9438,200.132,0.65617,68.997,1.03275,1.56174,43.0558,26.4658,194.451,0,0,0,0,0,505,5264,0,0,0,0,0,0,8.75368,91.2463,0,0,0,0,0,0,47.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.142,2.43909,96.2457,66.1381,293,270,259.7,254.933,243.05,233.433,222.533,217.642,209.411,205.43,203.446,202.127,198.481,197.273,195.023,195.183,136.017,133.882,125.425,132.661,132.242,129.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.1126,262,5308,192,7,0,0,0,0,0,0,4.54151,92.009,3.32813,0.12134,0,0,0,0,0,0,102.098,65.0772,104.082,0,4.50769,4.15385,3.99538,3.92205,3.73923,3.59128,3.42359,3.16046,3.10964,3.05355,3.03497,3.00036,41.133,2.9813,20,0,0,0,495,0,0,5769,0,0,0,1117.94
12/01/17,07:42:10,2017_12_01_07_42_10.json,1.53798,1,5408,5408,0,0,0.05853,58.53,0,65,0,0,0,0,0,1047.43,0.03896,1539.95,153.995,193.682,0,0,199.542,193.682,132.719,37.8757,11962.4,1.45934,125.298,0,19.3682,1.45803,86.2654,21.7981,224,0,0,0,0,145,38.2982,0,89,22,138,0,2.93673,0,4.01143,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9659.31,46.5578,0,305,193.24,0.63357,60.3016,0.99772,100,1.45601,199.087,0.65274,64.0057,1.0279,1.50006,193.508,0.63445,60.4687,0.9991,1.45803,40.2529,199.362,0.65365,64.1831,1.02933,1.50214,42.7254,24.2327,193.293,0,0,0,0,0,8,5400,0,0,0,0,0,0,0.14793,99.8521,0,0,0,0,0,0,46.4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0662,2.43741,25,86.4652,224,209,201.3,200.733,200.7,200.1,198.717,197.6,196.811,196.62,196.333,196.115,195.241,194.977,194.095,193.682,135.2,136.28,134.712,133.65,133.502,132.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3016,0,5408,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,106.779,68.0607,99.12,0,3.44615,3.21538,3.09692,3.08821,3.08769,3.07846,3.05718,3.02492,3.01715,3.00371,2.99965,2.98607,39.6692,2.97972,20,0,0,0,495,0,0,5408,0,0,0,1047.43
12/02/17,12:13:40,2017_12_02_12_13_40.json,6.34969,1,11117,10967,92,3.036,95.1257,95125.7,14.0287,65,0,0,0,1155.2,1176.2,2395.56,31.2913,1.91746,0.19175,218.135,0,0,223.891,224.661,144.747,38.474,26488.7,1.50701,634.553,0,21.8135,1.62551,93.8456,14.9194,386,0,0,0,0,166,39.1794,66.8664,113,21,163,374.087,2.57065,1.21439,22.3078,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19919.8,148.221,0.00523,305,233.689,0.76619,181.285,1.0713,99.9965,1.61447,239.727,0.78599,190.774,1.09898,1.65618,235.287,0.77143,181.542,1.07863,1.62551,58.7883,241.372,0.79138,191.053,1.10652,1.66755,61.8683,106.429,234.487,0,0,0,0,0,877,4697,5408,0,0,0,0,0,7.88882,42.2506,48.6462,0,0,0,0,0,46.6159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.8856,2.83828,98.8083,56.5117,386,342,318.3,313.067,309.65,304.1,299.917,293.917,289.011,281.087,276.02,275.051,270.48,270.623,260.551,262.382,165.1,163.9,163.035,162.213,161.778,157.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2098,0,0,0,0,0,0,0,0,0,0,0,0,181.285,1634,3743,3613,1944,46,2,0,0,0,0,14.6982,33.6692,32.4998,17.4867,0.41378,0.01799,0,0,0,0,285.208,181.791,207.427,0,5.93846,5.26154,4.89692,4.81641,4.76385,4.67846,4.6141,4.32441,4.23155,4.16122,4.16342,4.00847,53.7036,3.35593,19.5147,2.4267,0,0.15,535,1.992,0.18139,11117,0,0,0,2393.57
12/03/17,12:02:43,2017_12_03_12_02_43.json,5.79864,1,16656,16422,35,0,130.711,130711,25.1468,65,0,0,0,1813,1813.8,3154.7,28.6927,2.09112,0.20911,191.915,0,0,197.217,195.435,130.792,38.1448,35832.6,1.46733,1130.41,0,19.1915,1.51461,85.9676,16.2227,417,0,0,0,0,164,38.4487,69.7212,120,21,140,391.859,2.68818,1.38703,22.5919,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29252.1,150.687,0.00956,305,195.821,0.64204,190.716,1.02035,99.9937,1.49719,201.201,0.65968,201.34,1.04839,1.53833,198.099,0.64951,192.625,1.03222,1.51461,41.6336,203.546,0.66736,203.363,1.0606,1.55626,43.9545,78.6186,196.517,0,0,0,0,0,1171,15106,161,0,0,0,0,0,7.0305,90.694,0.96662,0,0,0,0,0,47.9529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.2293,2.40845,97.6019,46.0229,417,398,381,377.267,373.4,367.967,347.883,334.6,319.211,264.913,238.419,231.685,210.015,208.194,204.694,200.885,152.533,143.607,135.957,129.746,129.552,129.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,190.716,2170,12573,1439,142,91,23,0,0,0,0,13.0283,75.4863,8.63953,0.85255,0.54635,0.13809,0,0,0,0,309.778,197.452,297.728,0,6.41538,6.12308,5.86154,5.8041,5.74462,5.66103,5.35205,4.07559,3.56438,3.231,3.20298,3.14914,51.0164,2.95254,15.6702,21.6487,1,3.848,485,4.875,0.29657,16656,0,0,0,3149.83
12/04/17,07:47:46,2017_12_04_07_47_46.json,0.22449,1,5413,5413,0,0,0.04355,43.55,0,65,0,0,0,0,0,1093.31,0.02896,2071.57,207.157,201.979,0,0,208.203,201.979,137.577,37.9592,12398,1.46812,135.548,0,20.1979,1.46684,86.4631,21.4179,224,0,0,0,0,148,38.4111,0,92,22,144,0,2.98971,0,4.2308,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9734.32,51.5393,0,305,201.511,0.66069,65.6347,0.99768,100,1.46472,207.721,0.68105,69.7426,1.02843,1.50986,201.802,0.66165,65.8246,0.99913,1.46684,43.7777,208.022,0.68204,69.9444,1.02992,1.51204,46.5176,28.6836,201.569,0,0,0,0,0,17,5396,0,0,0,0,0,0,0.31406,99.6859,0,0,0,0,0,0,46.7511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6902,2.57342,22.3214,90.1691,224,215.2,211.1,209.8,209.35,209.1,208.633,208.042,207.5,207.267,206.622,206.482,204.641,203.278,202.026,201.976,139.767,139.267,138.715,136.694,137.208,137.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.6347,0,5413,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,119.679,76.2829,99.1817,0,3.44615,3.31077,3.24769,3.22769,3.22077,3.21692,3.20974,3.18872,3.17665,3.14832,3.12735,3.1081,41.4382,3.10737,20,0,0,0,510,0,0,5413,0,0,0,1093.31
12/04/17,17:35:19,2017_12_04_17_35_19.json,1.9333,1,3603,3603,0,0,0.08586,85.86,0,65,0,0,0,0,0,727.924,0.08579,699.394,69.9394,202.033,0,0,207.329,202.033,140.336,37.7845,8394.43,1.43964,61.1051,0,20.2033,1.43756,67.229,20.2154,225,0,0,0,0,147,38.3299,0,70,22,145,0,2.55437,0,5.68803,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6504.35,34.3439,0,305,201.317,0.66006,43.6037,0.99646,100,1.43454,206.594,0.67736,45.9196,1.02258,1.47214,201.741,0.66145,43.7874,0.99855,1.43756,43.751,207.029,0.67878,46.1131,1.02473,1.47524,46.0747,19.0302,201.405,0,0,0,0,0,14,3589,0,0,0,0,0,0,0.38857,99.6114,0,0,0,0,0,0,47.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.4095,2.57431,18.2222,89.7924,225,214.2,211.9,212.133,210.7,209.667,207.933,206.25,205.256,204.607,204.183,204.045,203.38,202.277,202.032,0,144.05,132.26,137.217,139.832,140.812,139.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6037,0,3603,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,84.8482,54.082,66.0083,0,3.46154,3.29538,3.26,3.26359,3.24154,3.22564,3.19897,3.14779,3.13915,3.12892,3.11195,3.10818,40.9962,3.1082,20,0,0,0,510,0,0,3603,0,0,0,727.924
12/05/17,07:41:18,2017_12_05_07_41_18.json,0.45228,1,5412,5412,0,0,0.05596,55.96,0.8263,65,0,0,0,6.8,0,1045.62,0.03722,1611.87,161.187,193.204,0,0,199.193,193.204,127.919,37.7925,11527.7,1.51036,120.536,0,19.3204,1.50906,85.5406,22.1739,221,0,0,0,0,141,38.1654,0,89,23,136,4.52328,3.00638,12.1515,4.03028,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9601.18,46.3156,0,305,192.776,0.63205,60.0564,0.99778,100,1.50701,198.751,0.65164,63.8371,1.02871,1.55372,193.037,0.63291,60.2197,0.99914,1.50906,40.0575,199.021,0.65253,64.0106,1.0301,1.55583,42.5791,24.0194,192.831,0,0,0,0,0,117,5295,0,0,0,0,0,0,2.16186,97.8381,0,0,0,0,0,0,46.4471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0671,2.42958,23.5294,87.4228,221,206.4,201.4,199.933,199.65,199.233,198.083,197.192,196.861,196.27,195.463,195.208,194.016,193.603,193.233,193.227,127.5,127.8,126.962,127.348,127.579,128.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0564,0,5412,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,95.2893,60.7371,98.83,0,3.4,3.17538,3.09846,3.0759,3.07154,3.06513,3.04744,3.01954,3.00321,2.98486,2.97851,2.97282,39.611,2.97237,20,0,0,0,494,0,0,5412,0,0,0,1045.62
